Sort_Row,MANUSCRIPT INFORAMTION,,,,,,DATA MODERATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLIMATE,,,,,,,,,,EXPERIMENTAL DESIGN,,,,,,SOIL INITIAL CONDITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANATMENT DETAILS,,,,,,,,,,,,,,AMENDMENT,,,,,,,,,,RESPONSE,,,,,,,,,,,,,NOTES, , , , ,CONTROL CONDITIONS (w/ fertilizer),,,,,,,
3,ACC,LeadAuthor,page,source,comments,mangement_notes,crop,crop_group,crop_system,culitivar_details,depth.start,depth.end,param_notes,param,param_group,C.method,method.notes,units,trt_name,amend,amend_group,amend_group_brd,amdend_detail,irrigated,irrigation_group,tillage_type,country,site_name,lat.long,lat_group,long.dec.degree,lat.dec.degree,MAP,MAT,temp.worldclim.C,precip.worldclim.mm,elevation,biom_name,biom_cat,MAP_av,MAP_min,MAP_max,MAP_yrs,MAT_av,MAT_min,MAT_max,landuse.history,exp_design,subplot_dim,year.zero,exp_duration_mos,duration_group,duration_even,soil.name,soil.class,soil.order,slope,soil.texture,sand,silt,clay,clay_group,pH,pH_group,pH.method,carbonates,CEC,BD,SOC_int_group,SOC_g.kg,SOC_int,SOC_int_unit,SOC_depth_cm,SOC_int_percent,calc_SOC_int_g.kg,N_int,N_unit,P_int,P_int_unit,K_int,K_int_units,tillage_details,tillage_depth,till_depth_group,NPK_rate,Nfert,Nfert_group,Nfert_rate,Pfert,Pfert_rate,Kfert,Kfert_rate,other_addition,other_addition_rate,fert_notes,reps,C.rate_group,C.rate_Mg.ha,weight.dry_group,weight.dry,N.amend_g.kg,C.N_rate,amend_N_kg.ha,amend_N_kg.ha_group,app.method,extraction_x-axis_value,X_cf,SE_cf,SD_cf,N_cf,X_a,SE_a,SD_a,N_a,X_cmin,SE_cmin,SD_cmin,N_cmin,conclusion,quality,exp_quality,report_qual,references,Cf_N,Cf_N_rate,Cf_P,Cf_P_rate,Cf_K,Cf_K_rate,Cf_other,Cf_rate_other
1892,630,Manna,15,fig2,na,na,soy_wheat,legume,rotation,na,0,10,agg_>.053mm,agg_micro,agg,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,10,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,970.59,698.04,na,na,4,672.55,na,na,4,737.26,na,na,4,"positive, greater amounts of active C/N",2,3,selective,na,na,na,na,na,na,na,na,na
1893,630,Manna,15,fig2,na,na,soy_wheat,legume,rotation,na,0,10,agg_<.053mm,agg_s+c,agg,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,10,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,970.59,31.37,na,na,4,33.34,na,na,4,31.37,na,na,4,"positive, greater amounts of active C/N",2,3,selective,na,na,na,na,na,na,na,na,na
1894,630,Manna,15,fig2,na,na,soy_wheat,legume,rotation,na,0,10,C_agg_>2mm,C_macro,C,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,10,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,14.5,8.13,na,na,4,11.01,na,na,4,6.47,na,na,4,"positive, greater amounts of active C/N",2,3,selective,na,na,na,na,na,na,na,na,na
1895,630,Manna,15,fig2,na,na,soy_wheat,legume,rotation,na,0,10,C_agg_>.25mm,C_meso,C,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,10,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,14.5,7.94,na,na,4,10.56,na,na,4,6.56,na,na,4,"positive, greater amounts of active C/N",2,3,selective,na,na,na,na,na,na,na,na,na
1896,630,Manna,15,fig2,na,na,soy_wheat,legume,rotation,na,0,10,C_agg_>.053mm,C_micro,C,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,10,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,14.5,7.97,na,na,4,10.4,na,na,4,6.28,na,na,4,"positive, greater amounts of active C/N",2,3,selective,na,na,na,na,na,na,na,na,na
1897,630,Manna,15,fig2,na,na,soy_wheat,legume,rotation,na,0,10,C_agg_<.053mm,C_MAOM,C,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,10,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,14.5,7.94,na,na,4,11.08,na,na,4,6.44,na,na,4,"positive, greater amounts of active C/N",2,3,selective,na,na,na,na,na,na,na,na,na
1898,630,Manna,15,fig2,na,na,soy_wheat,legume,rotation,na,0,10,N_agg_>2mm,N_macro,N,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,10,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,1.09,0.69,na,na,4,0.79,na,na,4,0.52,na,na,4,"positive, greater amounts of active C/N",2,3,selective,na,na,na,na,na,na,na,na,na
1899,630,Manna,15,fig2,na,na,soy_wheat,legume,rotation,na,0,10,N_agg_>.25mm,N_meso,N,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,10,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,1.09,0.73,na,na,4,0.79,na,na,4,0.52,na,na,4,"positive, greater amounts of active C/N",2,3,selective,na,na,na,na,na,na,na,na,na
1900,630,Manna,15,fig2,na,na,soy_wheat,legume,rotation,na,0,10,N_agg_>.053mm,N_micro,N,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,10,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,1.09,0.64,na,na,4,0.76,na,na,4,0.52,na,na,4,"positive, greater amounts of active C/N",2,3,selective,na,na,na,na,na,na,na,na,na
1901,630,Manna,15,fig2,na,na,soy_wheat,legume,rotation,na,0,10,N_agg_<.053mm,N_s,N,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,10,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,1.09,0.73,na,na,4,0.84,na,na,4,0.52,na,na,4,"positive, greater amounts of active C/N",2,3,selective,na,na,na,na,na,na,na,na,na
1902,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,0,15,acid_hydrolyzable_carbs,acid_hydrolyzable_carbs,specific,wet.sieving,sand free agg,"mg,kg",NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,443,na,na,4,498,na,na,4,250,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1903,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,15,30,acid_hydrolyzable_carbs,acid_hydrolyzable_carbs,specific,wet.sieving,sand free agg,"mg,kg",NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,334,na,na,4,389,na,na,4,149,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1904,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,0,15,C/N,C.N,C.N,wet.sieving,sand free agg,percent,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,12.41,na,na,4,15.53,na,na,4,13.94,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1905,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,15,30,C/N,C.N,C.N,wet.sieving,sand free agg,percent,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,9.1,na,na,4,11.8,na,na,4,11.2,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1906,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,0,15,MBC,MBC,C,wet.sieving,sand free agg,mg.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,559,na,na,4,598,na,na,4,156,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1907,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,15,30,MBC,MBC,C,wet.sieving,sand free agg,mg.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,225,na,na,4,268,na,na,4,113,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1908,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,0,15,MBC/TOC,MBC.TOC,C,wet.sieving,sand free agg,percent,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,6.5,na,na,4,4.8,na,na,4,2.4,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1909,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,15,30,MBC/TOC,MBC.TOC,C,wet.sieving,sand free agg,percent,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,5.3,na,na,4,4.6,na,na,4,3,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1910,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,0,15,MBN,MBN,N,wet.sieving,sand free agg,mg.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,46.3,na,na,4,49.8,na,na,4,26.1,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1911,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,15,30,MBN,MBN,N,wet.sieving,sand free agg,mg.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,21.1,na,na,4,26.2,na,na,4,10.1,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1912,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,0,15,MBN/TN,MBN.TN,N,wet.sieving,sand free agg,percent,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,6.6,na,na,4,6.2,na,na,4,5.7,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1913,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,15,30,MBN/TN,MBN.TN,N,wet.sieving,sand free agg,percent,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,3.8,na,na,4,4.4,na,na,4,3.1,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1914,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,0,15,TN,N,N,wet.sieving,sand free agg,mg.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,693,na,na,4,798,na,na,4,452,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1915,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,15,30,TN,N,N,wet.sieving,sand free agg,mg.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,557,na,na,4,590,na,na,4,331,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1916,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,0,15,TOC,SOC,C,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,8.6,na,na,4,12.4,na,na,4,6.3,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1917,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,15,30,TOC,SOC,C,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,4.2,na,na,4,5.8,na,na,4,3.1,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
